t,S,E,I,R,D
12.17284805105159,719,85,78,118,0
12.173614521464964,719,85,77,119,0
12.190298885448222,719,84,78,119,0
12.203354718556,718,85,78,119,0
12.204521961217603,718,85,77,120,0
12.204602050558352,717,86,77,120,0
12.208967311732346,716,87,77,120,0
12.211251436979069,716,86,78,120,0
12.220624698334218,716,85,79,120,0
12.235965875130274,715,86,79,120,0
12.245865774439146,714,87,79,120,0
12.265304865681426,714,86,80,120,0
12.265438704518251,713,87,80,120,0
12.27155396463612,713,86,81,120,0
12.276515594851755,713,85,82,120,0
12.290800786998792,712,86,82,120,0
12.30610803585705,711,87,82,120,0
12.307967374957311,710,88,82,120,0
12.314121771888713,710,87,83,120,0
12.338764066122017,709,88,83,120,0
12.349108624188109,708,89,83,120,0
12.349647968482236,707,90,83,120,0
12.359704827658991,707,89,84,120,0
12.366016959677513,707,88,85,120,0
12.380647998155943,706,89,85,120,0
12.381959410882358,705,90,85,120,0
12.385680137961844,705,89,86,120,0
12.417388682425473,704,90,86,120,0
12.42401696219656,703,91,86,120,0
12.42754455871427,703,91,85,121,0
12.437735312118877,703,90,86,121,0
12.449401379121996,703,89,87,121,0
12.45672031555777,702,90,87,121,0
12.46365471189972,701,91,87,121,0
12.464613858505691,701,91,86,122,0
12.471886678691916,701,90,87,122,0
12.47426100538945,700,91,87,122,0
12.497285423377825,700,90,88,122,0
12.51922257496121,700,89,89,122,0
12.533479862442839,700,88,90,122,0
12.540482321156915,700,87,91,122,0
12.54610821487291,700,86,92,122,0
12.557160733556273,699,87,92,122,0
12.558500562019608,699,86,93,122,0
12.559375669509105,699,85,94,122,0
12.564213410191082,698,86,94,122,0
12.567663256353516,697,87,94,122,0
12.56980021037779,697,86,95,122,0
12.5747404436395,696,87,95,122,0
12.575586206414613,695,88,95,122,0
12.583712436266612,695,88,94,123,0
12.585466156004266,694,89,94,123,0
12.587371507326448,693,90,94,123,0
12.616561613073717,692,91,94,123,0
12.626434780426239,692,91,93,124,0
12.63538048194809,691,92,93,124,0
12.64156117377385,691,92,92,125,0
12.653033275802553,690,93,92,125,0
12.654338097559226,689,94,92,125,0
12.661465393827015,688,95,92,125,0
12.674032154862932,687,96,92,125,0
12.680038796586272,686,97,92,125,0
12.686647225866116,685,98,92,125,0
12.692841563185732,685,97,93,125,0
12.707351784955167,685,96,94,125,0
12.718636303137833,685,96,93,126,0
12.727847314520503,684,97,93,126,0
12.730977548249468,683,98,93,126,0
12.74055408330709,682,99,93,126,0
12.756841528234474,682,98,94,126,0
12.761496604383,681,99,94,126,0
12.768011718338252,680,100,94,126,0
12.770870142664027,680,99,95,126,0
12.789500541608234,680,98,96,126,0
12.80088097523733,680,97,97,126,0
